founder_id,gender,age,education_level,alma_mater,field_of_study,prior_work_experience,is_first_generation,startup_id,industry_sector,city,state,funding_amount,funding_rounds,jobs_created,is_unicorn,investor_count,has_female_investor,founding_year,mentorship_access,policy_support
F04035,Male,23,Bachelor’s,IIT Delhi,Engineering,5,Yes,S07922,Consumer Goods,Other,Maharashtra,14520281.212332502,9,1169,No,33,No,2013,No,No
F04036,Prefer not to say,30,Bachelor’s,Other,Computer Science,19,Yes,S03671,Other,Mumbai,Delhi,463806.83038946433,2,57,No,0,No,2015,Yes,No
F04037,Prefer not to say,28,PhD,Other,Computer Science,24,No,S06228,Software,Gurugram,Karnataka,19582821.56092683,7,45,No,39,No,2007,Yes,Yes
F04038,Prefer not to say,28,Bachelor’s,Other,Computer Science,29,No,S04433,Consumer Goods,Delhi,Karnataka,1391789.6296301798,5,49,No,10,Yes,2024,Yes,No
F04039,Female,25,Bachelor’s,Other,Computer Science,2,Yes,S07741,Other,Gurugram,Maharashtra,1312235.3261234702,3,40,No,13,No,2000,No,No
F04040,Male,24,Bachelor’s,Other,Computer Science,2,Yes,S06937,Consumer Goods,Bengaluru,Other,12476334.466644127,8,420,No,39,No,2019,Yes,No
F04041,Prefer not to say,23,Bachelor’s,Other,Computer Science,3,Yes,S02258,Other,Mumbai,Maharashtra,532107.6892994294,0,50,No,2,No,2015,No,No
F04042,Male,28,Master’s,Other,Business,19,Yes,S05439,Consumer Goods,Gurugram,Other,3805282.154273539,3,92,No,10,No,2002,No,Yes
F04043,Male,23,Bachelor’s,None,Computer Science,3,Yes,S06789,Healthcare,Mumbai,Other,1209632.107,4,287,No,12,No,2025,Yes,No
F04044,Female,27,Other,Other,Business,1,No,S08080,Consumer Goods,Other,Other,5917586.052983847,4,191,No,14,No,2025,Yes,No
F04045,Male,60,PhD,Other,Computer Science,2,No,S06534,Other,Mumbai,Maharashtra,43763335.08247515,6,57,No,22,No,2004,Yes,No
F04046,Male,57,Bachelor’s,Other,Computer Science,3,No,S02176,Software,Bengaluru,Delhi,446247293.03390473,6,77,Yes,35,No,2019,No,No
F04047,Male,26,Master’s,Other,Arts,3,Yes,S00440,Financial Services,Mumbai,Maharashtra,930794.3622303457,2,1,No,1,No,2021,No,No
F04048,Male,28,Bachelor’s,BITS Pilani,Business,2,No,S06808,Software,Other,Karnataka,5003730.714518148,5,45,No,9,Yes,2011,No,Yes
F04049,Prefer not to say,29,Bachelor’s,Other,Computer Science,2,Yes,S08016,Healthcare,Other,Karnataka,3456585.107185023,5,4303,No,6,Yes,2010,Yes,No
F04050,Male,29,Bachelor’s,IIT Roorkee,Other,2,Yes,S04376,Healthcare,Other,Karnataka,1924028.1209080173,4,11,No,7,No,2017,No,No
F04051,Prefer not to say,26,Master’s,Other,Arts,0,Yes,S05182,Software,Gurugram,Other,146795.1746207232,1,475,No,4,No,2001,No,Yes
F04052,Female,32,Bachelor’s,IIT Delhi,Business,28,Yes,S00162,Other,Gurugram,Delhi,459280.5401741128,2,417,No,0,No,2021,No,No
F04053,Prefer not to say,43,Master’s,Other,Engineering,11,Yes,S08195,Financial Services,Other,Karnataka,187720.5102252546,1,44,No,4,No,2021,No,No
F04054,Male,25,Bachelor’s,BITS Pilani,Computer Science,0,No,S05691,Other,Delhi,Maharashtra,3687625.249066308,5,75,No,15,No,2023,Yes,Yes
F04055,Prefer not to say,22,Bachelor’s,Other,Engineering,1,Yes,S00840,Software,Bengaluru,Karnataka,10762496.132251343,8,71,No,19,No,2009,No,No
F04056,Male,28,Bachelor’s,Other,Engineering,4,Yes,S04992,Software,Bengaluru,Other,1920938.0028093902,3,92,No,11,No,2020,Yes,No
F04057,Prefer not to say,24,Bachelor’s,None,Computer Science,24,Yes,S06549,Other,Delhi,Other,68737.84611800194,2,33,No,2,No,2017,No,No
F04058,Male,26,Master’s,Other,Arts,1,Yes,S07635,Other,Bengaluru,Other,3557112.0882389806,3,40,No,15,Yes,2007,No,Yes
F04059,Prefer not to say,27,Master’s,Other,Engineering,19,No,S05946,Healthcare,Gurugram,Maharashtra,3862663.4605485867,4,91,No,12,Yes,2018,No,No
F04060,Prefer not to say,25,Master’s,BITS Pilani,Other,13,No,S03258,Financial Services,Bengaluru,Maharashtra,2556015.8790069628,4,95,No,10,No,2020,Yes,Yes
F04061,Male,24,Master’s,Other,Computer Science,3,Yes,S00865,Financial Services,Mumbai,Delhi,756145.436,2,4406,No,4,No,2021,No,No
F04062,Male,37,Bachelor’s,Other,Engineering,5,Yes,S07115,Software,Bengaluru,Other,1012853.354320906,4,180,No,14,No,2003,Yes,No
F04063,Prefer not to say,27,Bachelor’s,BITS Pilani,Computer Science,5,Yes,S03475,Consumer Goods,Mumbai,Other,3512092.6955484473,4,0,No,12,No,2016,Yes,Yes
F04064,Male,29,Bachelor’s,Other,Other,4,No,S01066,Healthcare,Bengaluru,Other,13393997.369250568,10,19,No,37,No,2018,No,No
F04065,Prefer not to say,25,Bachelor’s,BITS Pilani,Engineering,2,Yes,S04915,Financial Services,Other,Karnataka,1038150.2360726417,5,93,No,12,No,2023,No,Yes
F04066,Male,25,Bachelor’s,Other,Computer Science,0,No,S02153,Other,Gurugram,Maharashtra,1450193.3760033261,5,84,No,14,Yes,2025,Yes,No
F04067,Male,29,Bachelor’s,IIT Delhi,Engineering,27,Yes,S04838,Consumer Goods,Other,Other,2450170.3903473085,4,24,No,12,No,2019,Yes,Yes
F04068,Prefer not to say,51,Master’s,IIT Delhi,Other,25,Yes,S08117,Healthcare,Other,Maharashtra,16079974.390171058,6,11,No,24,Yes,2021,No,No
F04069,Female,26,Bachelor’s,BITS Pilani,Business,5,Yes,S06959,Healthcare,Mumbai,Delhi,8231.217029518733,0,55,No,2,No,2025,No,Yes
F04070,Prefer not to say,30,Bachelor’s,Other,Computer Science,0,Yes,S04072,Financial Services,Delhi,Other,3107439.6578562483,3,383,No,13,No,2001,No,No
F04071,Male,29,Bachelor’s,Other,Computer Science,2,Yes,S02987,Software,Mumbai,Other,97629.70662,2,8,No,0,No,2009,No,No
F04072,Female,23,Bachelor’s,Other,Computer Science,4,Yes,S02396,Financial Services,Gurugram,Other,1255370.5080177377,3,91,No,6,No,2002,No,No
F04073,Male,27,Bachelor’s,None,Business,3,No,S03158,Other,Other,Karnataka,500000000,10,60,Yes,44,No,2012,Yes,No
F04074,Female,30,Bachelor’s,Other,Computer Science,2,Yes,S03959,Consumer Goods,Other,Maharashtra,686069.1697043456,2,320,No,3,No,2025,No,No
F04075,Female,26,PhD,Other,Other,4,Yes,S06946,Financial Services,Delhi,Other,15349316.258626126,10,59,No,23,No,2005,No,No
F04076,Male,29,Bachelor’s,Other,Business,12,No,S05120,Other,Mumbai,Maharashtra,5393702.390909772,5,77,No,9,No,2016,Yes,No
F04077,Male,59,Master’s,Other,Engineering,5,Yes,S05280,Software,Mumbai,Delhi,196536.41667558605,2,99,No,4,No,2025,Yes,Yes
F04078,Male,22,Master’s,Other,Engineering,19,Yes,S02819,Consumer Goods,Other,Other,446743.83904533635,1,154,No,1,No,2013,No,Yes
F04079,Prefer not to say,60,Bachelor’s,Other,Engineering,10,Yes,S04810,Consumer Goods,Other,Maharashtra,3824028.2145670797,3,40,No,8,No,2002,No,No
F04080,Male,22,PhD,Other,Engineering,25,Yes,S01238,Software,Other,Delhi,12406184.181442305,10,54,No,18,No,2007,No,No
F04081,Female,24,Bachelor’s,BITS Pilani,Business,4,Yes,S03524,Software,Other,Other,7048358.947847454,5,94,No,8,No,2015,No,No
F04082,Male,27,Bachelor’s,IIT Roorkee,Computer Science,1,Yes,S02432,Financial Services,Other,Maharashtra,2173123.2651627227,3,494,No,11,No,2025,Yes,No
F04083,Female,24,Bachelor’s,Other,Computer Science,4,Yes,S02301,Other,Mumbai,Maharashtra,2499332.688,4,24,No,12,No,2020,No,No
F04084,Prefer not to say,26,Master’s,Other,Computer Science,20,No,S03486,Other,Bengaluru,Other,54888.64724220106,0,391,No,5,Yes,2019,Yes,Yes
F04085,Male,24,High School,BITS Pilani,Engineering,2,Yes,S00555,Other,Mumbai,Maharashtra,10311313.581086548,6,8,No,33,No,2023,Yes,Yes
F04086,Male,25,Bachelor’s,IIT Roorkee,Computer Science,0,Yes,S03649,Healthcare,Bengaluru,Delhi,1282960.3375981501,4,1415,No,14,No,2016,No,No
F04087,Male,29,Bachelor’s,Other,Computer Science,6,Yes,S02131,Financial Services,Gurugram,Delhi,29728077.970162414,8,62,No,40,No,2007,No,No
F04088,Female,24,Master’s,Other,Business,3,Yes,S00948,Other,Bengaluru,Other,10295398.35447108,7,358,No,24,No,2025,No,No
F04089,Prefer not to say,28,Bachelor’s,Other,Computer Science,1,Yes,S07159,Other,Bengaluru,Maharashtra,179615.66916305292,1,13,No,2,Yes,2018,No,No
F04090,Male,49,Bachelor’s,Other,Computer Science,24,Yes,S03122,Software,Mumbai,Maharashtra,11476704.932981927,6,473,No,33,No,2016,No,No
F04091,Prefer not to say,59,Bachelor’s,Other,Computer Science,21,Yes,S02217,Healthcare,Gurugram,Karnataka,588324.1400252845,2,90,No,1,No,2023,No,No
F04092,Male,22,Bachelor’s,Other,Computer Science,30,Yes,S06011,Software,Mumbai,Other,5581428.235866816,3,87,No,13,No,2018,Yes,No
F04093,Male,27,Master’s,Other,Business,11,Yes,S08224,Healthcare,Mumbai,Other,596835.5661419197,0,47,No,1,No,2023,No,No
F04094,Prefer not to say,25,Bachelor’s,None,Computer Science,1,Yes,S00577,Other,Delhi,Other,1486025.0729853283,3,4,No,9,No,2002,Yes,Yes
F04095,Male,22,Master’s,BITS Pilani,Business,23,Yes,S01090,Software,Gurugram,Maharashtra,2267163.6349091823,3,87,No,13,No,2025,No,No
F04096,Male,22,Master’s,IIT Roorkee,Business,1,Yes,S07281,Software,Mumbai,Other,1677405.482414397,4,183,No,14,No,2011,No,Yes
F04097,Male,25,Bachelor’s,IIT Delhi,Engineering,3,No,S05279,Other,Gurugram,Maharashtra,15479928.918857098,7,381,No,42,No,2022,No,No
F04098,Male,29,Bachelor’s,Other,Other,2,No,S04754,Financial Services,Other,Other,1978561.5869775724,3,62,No,9,No,2003,No,No
F04099,Male,30,Other,Other,Arts,16,Yes,S00363,Financial Services,Delhi,Other,19192380.67,8,31,No,33,No,2023,Yes,No
F04100,Male,27,Bachelor’s,Other,Engineering,0,Yes,S04872,Software,Other,Karnataka,71810.70015088098,0,3374,No,4,No,2019,No,No
F04101,Female,25,Bachelor’s,Other,Computer Science,26,No,S03772,Consumer Goods,Other,Maharashtra,3366659.6722718943,5,279,No,15,No,2018,Yes,No
F04102,Male,26,Master’s,Other,Business,9,Yes,S04663,Software,Other,Maharashtra,720919.1996371538,0,83,No,2,No,2020,No,No
F04103,Male,30,Bachelor’s,Other,Computer Science,9,No,S01889,Healthcare,Mumbai,Other,4258441.541695419,3,224,No,7,No,2017,Yes,No
F04104,Male,28,Master’s,Other,Computer Science,5,Yes,S05867,Consumer Goods,Other,Maharashtra,1417737.616526293,4,72,No,15,No,2012,No,Yes
F04105,Male,29,Master’s,Other,Engineering,0,Yes,S06736,Consumer Goods,Other,Other,4936019.648649319,3,67,No,9,Yes,2000,Yes,No
F04106,Female,50,Bachelor’s,Other,Computer Science,0,Yes,S06895,Healthcare,Bengaluru,Other,127472.3904938395,0,2,No,0,No,2024,No,Yes
F04107,Prefer not to say,50,Bachelor’s,BITS Pilani,Business,14,Yes,S06895,Healthcare,Bengaluru,Other,127472.3904938395,0,2,No,0,No,2024,No,Yes
F04108,Male,28,PhD,IIT Roorkee,Engineering,20,No,S01241,Consumer Goods,Delhi,Karnataka,388164016.03685963,9,39,Yes,41,Yes,2022,Yes,No
F04109,Prefer not to say,30,Bachelor’s,IIT Roorkee,Engineering,3,Yes,S04339,Software,Other,Maharashtra,40355287.58,8,337,No,37,No,2002,No,No
F04110,Male,47,Bachelor’s,Other,Business,3,Yes,S01100,Healthcare,Mumbai,Delhi,4287804.812659945,4,94,No,11,No,2023,No,No
F04111,Male,27,Master’s,IIT Delhi,Engineering,3,No,S06308,Consumer Goods,Bengaluru,Maharashtra,124604.45770516568,2,24,No,5,No,2016,No,No
F04112,Male,30,Bachelor’s,Other,Computer Science,5,No,S00961,Other,Gurugram,Karnataka,18650837.209273037,6,1,No,46,Yes,2002,No,No
F04113,Male,23,PhD,Other,Computer Science,3,Yes,S00419,Software,Other,Other,566811.2873168972,2,74,No,2,No,2019,No,No
F04114,Male,28,Bachelor’s,Other,Business,0,Yes,S01619,Software,Mumbai,Other,37799126.569888905,9,33,No,45,No,2023,No,Yes
F04115,Female,24,Bachelor’s,Other,Arts,0,Yes,S03608,Software,Mumbai,Other,375642.40437000996,0,3,No,0,No,2007,Yes,No
F04116,Male,24,Bachelor’s,IIT Roorkee,Computer Science,4,No,S03965,Financial Services,Mumbai,Delhi,2119118.337048285,3,53,No,7,No,2009,No,No
F04117,Prefer not to say,42,Master’s,None,Engineering,3,No,S08232,Other,Other,Maharashtra,37333132.93090728,7,1824,No,42,No,2018,No,No
F04118,Male,29,PhD,BITS Pilani,Other,9,No,S05871,Consumer Goods,Bengaluru,Delhi,1244429.1647191723,4,24,No,14,No,2008,No,Yes
F04119,Male,23,Bachelor’s,Other,Other,2,Yes,S01788,Healthcare,Other,Karnataka,500000000,7,45,Yes,45,No,2018,Yes,No
F04120,Non-binary,29,Bachelor’s,None,Business,15,No,S01642,Other,Delhi,Karnataka,184580.2069,0,36,No,2,No,2003,Yes,No
F04121,Male,24,Bachelor’s,None,Arts,17,Yes,S07532,Consumer Goods,Bengaluru,Other,2320821.410258417,3,90,No,6,No,2015,Yes,Yes
F04122,Male,25,Bachelor’s,Other,Business,4,Yes,S08179,Healthcare,Mumbai,Delhi,11153780.901254764,8,85,No,23,No,2023,No,Yes
F04123,Female,30,High School,Other,Engineering,0,No,S06382,Financial Services,Other,Maharashtra,329737.9036151357,2,2,No,3,No,2003,No,Yes
F04124,Prefer not to say,23,Master’s,Other,Computer Science,25,Yes,S02939,Consumer Goods,Gurugram,Other,27170124.416720547,10,20,No,45,No,2025,No,No
F04125,Prefer not to say,26,Other,Other,Business,1,Yes,S02689,Software,Other,Other,1624552.5461295624,5,37,No,15,No,2011,Yes,Yes
F04126,Female,24,Master’s,IIT Roorkee,Computer Science,0,Yes,S06167,Software,Gurugram,Other,90988.86885306565,1,3,No,4,No,2002,Yes,No
F04127,Female,23,Bachelor’s,Other,Computer Science,4,Yes,S05997,Consumer Goods,Other,Other,1810939.4507897906,3,2,No,6,Yes,2013,Yes,Yes
F04128,Prefer not to say,29,Master’s,Other,Engineering,2,Yes,S01564,Financial Services,Delhi,Delhi,856970.6069057618,0,58,No,3,No,2024,Yes,Yes
F04129,Male,22,Master’s,Other,Engineering,0,Yes,S00480,Consumer Goods,Bengaluru,Other,40355700.96851613,7,69,No,41,No,2019,No,No
F04130,Male,25,Bachelor’s,Other,Engineering,0,Yes,S02682,Software,Other,Maharashtra,8573648.576090146,5,139,No,6,Yes,2007,Yes,No
F04131,Male,27,PhD,IIT Delhi,Engineering,4,No,S01891,Healthcare,Bengaluru,Other,45325329.59153558,10,448,No,17,No,2019,No,No
F04132,Male,24,High School,BITS Pilani,Engineering,0,Yes,S05148,Financial Services,Mumbai,Maharashtra,3203162.324014388,3,75,No,7,No,2017,No,No
F04133,Female,23,High School,Other,Computer Science,0,Yes,S02501,Healthcare,Other,Delhi,6194339.381453938,3,2,No,10,Yes,2019,No,No
F04134,Female,26,Bachelor’s,BITS Pilani,Business,0,No,S03567,Software,Bengaluru,Karnataka,719068.6905228703,1,3,No,2,No,2006,No,Yes
F04135,Male,22,Bachelor’s,None,Arts,5,Yes,S02228,Consumer Goods,Mumbai,Karnataka,5177928.053,4,22,No,14,No,2024,No,No
F04136,Male,34,Bachelor’s,Other,Engineering,2,Yes,S06064,Other,Other,Other,10122402.210674703,7,66,No,31,No,2025,Yes,Yes
F04137,Prefer not to say,23,PhD,Other,Arts,20,Yes,S02577,Consumer Goods,Mumbai,Delhi,368705154.5,6,75,Yes,41,No,2014,Yes,No
F04138,Male,41,Master’s,None,Engineering,0,No,S03205,Software,Bengaluru,Other,1162727.6037868422,5,2256,No,13,No,2020,Yes,Yes
F04139,Female,26,Master’s,BITS Pilani,Business,0,Yes,S06329,Other,Other,Karnataka,2203928.5375731243,5,92,No,14,No,2000,No,No
F04140,Male,27,Bachelor’s,None,Computer Science,3,Yes,S04057,Software,Mumbai,Other,4721457.763547671,3,45,No,10,No,2015,No,Yes
F04141,Male,22,Bachelor’s,Other,Computer Science,1,Yes,S06018,Software,Bengaluru,Karnataka,5589607.572732103,4,459,No,7,No,2025,No,No
F04142,Male,49,Bachelor’s,Other,Arts,0,Yes,S08082,Other,Other,Maharashtra,10685780.702619143,10,71,No,35,Yes,2023,Yes,No
F04143,Male,25,Bachelor’s,Other,Computer Science,2,Yes,S08205,Software,Other,Other,2110758.064127923,3,1334,No,10,No,2000,Yes,No
F04144,Prefer not to say,25,Master’s,Other,Computer Science,20,Yes,S02454,Software,Mumbai,Other,2645431.6999333515,5,1269,No,14,No,2017,No,Yes
F04145,Prefer not to say,22,Bachelor’s,Other,Business,4,Yes,S00647,Financial Services,Other,Other,20055717.40205172,9,4,No,49,No,2016,Yes,No
F04146,Female,37,Bachelor’s,Other,Computer Science,3,Yes,S01696,Software,Other,Other,1206262.209504135,5,46,No,15,No,2007,No,No
F04147,Male,29,Master’s,Other,Business,28,No,S00706,Other,Other,Other,2279983.641287488,3,87,No,9,No,2018,No,No
F04148,Male,25,Bachelor’s,BITS Pilani,Business,4,Yes,S08119,Software,Other,Maharashtra,4537131.4905371955,3,216,No,14,No,2019,No,Yes
F04149,Prefer not to say,29,Bachelor’s,Other,Engineering,25,No,S04335,Other,Bengaluru,Other,827455.0871812196,1,479,No,5,No,2024,No,No
F04150,Prefer not to say,25,Other,Other,Business,0,Yes,S05937,Consumer Goods,Delhi,Maharashtra,1723563.4630350848,3,249,No,11,No,2013,No,Yes
F04151,Male,22,Other,BITS Pilani,Arts,4,Yes,S07428,Other,Mumbai,Maharashtra,66986887.96555415,8,167,Yes,31,No,2022,No,No
F04152,Male,29,High School,BITS Pilani,Computer Science,5,Yes,S01438,Financial Services,Other,Other,4239988.629243923,5,91,No,9,No,2021,Yes,No
F04153,Non-binary,23,Bachelor’s,BITS Pilani,Business,1,Yes,S04972,Software,Mumbai,Other,461624.32220650907,0,30,No,4,No,2018,No,No
F04154,Male,27,Bachelor’s,Other,Business,5,Yes,S04150,Financial Services,Other,Maharashtra,18850176.67030361,10,324,No,43,No,2023,No,No
F04155,Male,22,Bachelor’s,Other,Computer Science,5,Yes,S06430,Financial Services,Gurugram,Other,1836840.9291806384,4,53,No,15,No,2025,No,No
F04156,Male,23,Bachelor’s,Other,Business,2,Yes,S07920,Other,Gurugram,Other,347517.6545,2,46,No,4,Yes,2018,Yes,No
F04157,Male,28,Bachelor’s,Other,Business,23,Yes,S07697,Consumer Goods,Gurugram,Karnataka,165852074.0345041,9,25,Yes,19,No,2009,No,Yes
F04158,Prefer not to say,32,Master’s,Other,Computer Science,3,Yes,S04576,Other,Other,Other,11107038.462308431,10,62,No,20,No,2015,No,Yes
F04159,Prefer not to say,29,High School,None,Engineering,8,Yes,S06556,Healthcare,Gurugram,Other,1700140.3381654085,4,165,No,9,No,2016,Yes,No
F04160,Male,22,PhD,Other,Other,0,Yes,S03417,Healthcare,Mumbai,Other,28772181.98117056,9,77,No,32,No,2015,No,No
F04161,Male,54,Bachelor’s,BITS Pilani,Computer Science,5,Yes,S01951,Software,Delhi,Other,8449930.464619385,5,3266,No,13,No,2022,Yes,No
F04162,Male,29,Master’s,None,Computer Science,4,Yes,S07855,Consumer Goods,Delhi,Karnataka,83509438.57436305,10,187,Yes,45,No,2020,No,No
F04163,Male,28,Bachelor’s,Other,Business,4,Yes,S01243,Other,Other,Other,3565867.6411274234,4,1,No,11,Yes,2015,Yes,No
F04164,Male,28,Other,Other,Other,1,Yes,S05892,Financial Services,Other,Other,438250.8199236206,1,15,No,5,No,2007,Yes,No
F04165,Female,22,Other,Other,Computer Science,3,Yes,S00328,Consumer Goods,Gurugram,Maharashtra,5997886.659593782,3,53,No,6,No,2015,Yes,No
F04166,Male,29,Bachelor’s,Other,Arts,3,Yes,S04537,Software,Other,Delhi,3780611.485839069,4,3,No,10,No,2002,No,Yes
F04167,Male,59,Master’s,Other,Engineering,0,Yes,S01810,Other,Other,Maharashtra,6166446.073,4,248,No,13,No,2008,No,No
F04168,Male,27,Bachelor’s,IIT Roorkee,Engineering,1,Yes,S06563,Software,Gurugram,Maharashtra,22275887.885199808,7,60,No,26,No,2016,Yes,No
F04169,Male,25,Bachelor’s,IIT Delhi,Other,12,Yes,S01611,Consumer Goods,Other,Karnataka,6889444.563866082,4,59,No,15,No,2019,No,Yes
F04170,Male,22,Bachelor’s,Other,Arts,4,Yes,S02365,Healthcare,Other,Other,454015342.7386026,8,339,Yes,29,Yes,2017,Yes,No
F04171,Male,26,Bachelor’s,BITS Pilani,Computer Science,1,Yes,S08264,Healthcare,Other,Karnataka,3452033.4749561595,4,360,No,6,No,2024,Yes,No
F04172,Prefer not to say,24,Master’s,Other,Computer Science,0,No,S00043,Financial Services,Mumbai,Delhi,582639.9488239205,2,2722,No,3,No,2016,Yes,No
F04173,Male,29,Bachelor’s,None,Computer Science,0,Yes,S02369,Consumer Goods,Mumbai,Other,139162927.21669456,6,96,Yes,44,No,2013,No,No
F04174,Male,25,Bachelor’s,Other,Engineering,2,No,S05922,Consumer Goods,Other,Other,224000.30506615972,0,75,No,4,No,2013,No,Yes
F04175,Prefer not to say,24,Bachelor’s,None,Engineering,9,Yes,S07068,Software,Other,Other,730578.8218217458,2,41,No,1,No,2016,Yes,Yes
F04176,Prefer not to say,24,Bachelor’s,Other,Engineering,19,Yes,S06977,Software,Mumbai,Other,13540078.654627014,8,273,No,49,Yes,2023,Yes,Yes
F04177,Male,23,Master’s,IIT Delhi,Engineering,3,No,S00162,Other,Gurugram,Delhi,459280.5401741128,2,417,No,0,No,2021,No,No
F04178,Prefer not to say,25,High School,Other,Other,3,Yes,S04540,Software,Bengaluru,Karnataka,75725.68550348835,1,8,No,4,No,2019,Yes,Yes
F04179,Male,22,Master’s,BITS Pilani,Computer Science,1,Yes,S05656,Software,Mumbai,Other,395654.9637655827,0,84,No,5,No,2020,No,No
F04180,Male,25,Master’s,Other,Engineering,0,No,S01644,Healthcare,Bengaluru,Other,6698208.416356214,5,53,No,9,Yes,2015,Yes,No
F04181,Male,22,Bachelor’s,Other,Computer Science,2,Yes,S06297,Financial Services,Other,Other,174876.24418794306,0,2,No,4,No,2017,Yes,Yes
F04182,Female,22,Master’s,Other,Business,5,Yes,S07589,Consumer Goods,Bengaluru,Karnataka,22037140.134933803,8,3938,No,30,No,2010,No,No
F04183,Female,23,Bachelor’s,BITS Pilani,Computer Science,14,Yes,S02004,Financial Services,Mumbai,Delhi,18012348.528409857,6,35,No,47,No,2016,Yes,No
F04184,Male,56,Bachelor’s,Other,Arts,25,No,S04895,Consumer Goods,Mumbai,Other,188274908.06218976,10,4431,Yes,26,No,2003,Yes,No
F04185,Male,25,Bachelor’s,Other,Other,26,No,S08131,Software,Delhi,Other,1841565.928099985,4,31,No,6,Yes,2024,No,Yes
F04186,Female,24,PhD,IIT Delhi,Other,3,Yes,S04525,Other,Other,Karnataka,1436500.5865592123,4,90,No,8,No,2019,Yes,Yes
F04187,Male,22,PhD,Other,Computer Science,4,Yes,S02547,Software,Bengaluru,Karnataka,28889840,9,250,No,25,No,2003,Yes,No
F04188,Male,30,PhD,Other,Other,17,Yes,S03846,Software,Other,Other,1069706.2685211082,5,70,No,9,No,2014,No,No
F04189,Female,30,Master’s,Other,Engineering,5,Yes,S06499,Software,Bengaluru,Other,5056284.186870164,3,320,No,14,No,2021,No,Yes
F04190,Non-binary,29,High School,Other,Business,0,No,S04346,Financial Services,Mumbai,Maharashtra,2556087.024105595,5,9,No,13,No,2014,No,No
F04191,Prefer not to say,25,Bachelor’s,Other,Computer Science,1,No,S07026,Consumer Goods,Bengaluru,Karnataka,10601390.678431725,8,76,No,43,No,2020,Yes,Yes
